President,Date,Link,Speech
Calvin Coolidge ,6-Dec-27,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-calvin-coolidge-december-6-1927," Members of the Congress:  It is gratifying to report that for the fourth consecutive year the state of the Union in general is good. We are at peace. The country as a whole has had a prosperity never exceeded. Wages are at their highest range, employment is plentiful. Some parts of agriculture and industry have lagged; some localities have suffered from storm and flood. But such losses have been absorbed without serious detriment to our great economic structure. Stocks of goods are moderate and a wholesome caution is prevalent. Rates of interest for industry, agriculture, and government have been reduced. Savers and investors are providing capital for new construction in industry and public works. The purchasing power of agriculture has increased. If the people maintain that confidence which they are entitled to have in themselves, in each other, and in America, a comfortable prosperity will continue.  CONSTRUCTIVE ECONOMY "
Calvin Coolidge ,4-Dec-28,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-calvin-coolidge-december-4-1928," To the Congress of the United States:  No Congress of the United States ever assembled, on surveying the state of the Union, has met with a more pleasing prospect than that which appears at the present time. In the domestic field there is tranquility and contentment, harmonious relations between management and wage earner, freedom from industrial strife, and the highest record of years of prosperity. In the foreign field there is peace, the good will which comes from mutual understanding, and the knowledge that the problems which a short time ago appeared so ominous are yielding to the touch of manifest friendship. The great wealth created by our enterprise and industry, and saved by our economy, has had the widest distribution among our own people, and has gone out in a steady stream to serve the charity and the business of the world. The requirements of existence have passed beyond the standard of necessity into the region of luxury. Enlarging production is consumed by an increasing demand at home and an expanding commerce abroad. The country can regard the present with satisfaction and anticipate the future with optimism.  The main source of these unexampled blessings lies in the integrity and character of the American people. They have had great faith, which they have supplemented with mighty works. They have been able to put trust in each other and trust in their Government. Their candor in dealing with foreign governments has commanded respect and confidence. Yet these remarkable powers would have been exerted almost in vain without the constant cooperation and careful administration of the Federal Government. "
Herbert Hoover ,3-Dec-29,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-herbert-hoover-december-3-1929," To the Senate and House of Representatives:  The Constitution requires that the President ""shall, from time to time, give to the Congress information of the state of the Union, and recommend to their consideration such measures as he shall judge necessary and expedient."" In complying with that requirement I wish to emphasize that during the past year the Nation has continued to grow in strength; our people have advanced in comfort; we have gained in knowledge; the education of youth has been more widely spread; moral and spiritual forces have been maintained; peace has become more assured. The problems with which we are confronted are the problems of growth and of progress. In their solution we have to determine the facts, to develop the relative importance to be assigned to such facts, to formulate a common judgment upon them, and to realize solutions in spirit of conciliation.  FOREIGN RELATIONS "
Herbert Hoover ,2-Dec-30,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-herbert-hoover-december-2-1930," To the Senate and House of Representatives:  I have the honor to comply with the requirement of the Constitution that I should lay before the Congress information as to the state of the Union, and recommend consideration of such measures as are necessary and expedient.  Substantial progress has been made during the year in national peace and security; the fundamental strength of the Nation's economic life is unimpaired; education and scientific discovery have made advances; our country is more alive to its problems of moral and spiritual welfare. "
Herbert Hoover ,8-Dec-31,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-herbert-hoover-december-8-1931, To the Senate and House of Representatives:  It is my duty under the Constitution to transmit to the Congress information on the state of the Union and to recommend for its consideration necessary and expedient measures.  The chief influence affecting the state of the Union during the past year has been the continued world-wide economic disturbance. Our national concern has been to meet the emergencies it has created for us and to lay the foundations for recovery. 
Herbert Hoover ,6-Dec-32,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-herbert-hoover-december-6-1932," To the Senate and House of Representatives:  In accord with my constitutional duty, I transmit herewith to the Congress information upon the state of the Union together with recommendation of measures for its consideration.  Our country is at peace. Our national defense has been maintained at a high state of effectiveness. All of the executive departments of the Government have been conducted during the year with a high devotion to public interest. There has been a far larger degree of freedom from industrial conflict than hitherto known. Education and science have made further advances. The public health is to-day at its highest known level. While we have recently engaged in the aggressive contest of a national election, its very tranquillity and the acceptance of its results furnish abundant proof of the strength of our institutions. "
Franklin D. Roosevelt ,3-Jan-34,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-3-1934," Mr. President, Mr. Speaker, Senators and Representatives in Congress:  I come before you at the opening of the Regular Session of the 73d Congress, not to make requests for special or detailed items of legislation; I come, rather, to counsel with you, who, like myself, have been selected to carry out a mandate of the whole people, in order that without partisanship you and I may cooperate to continue the restoration of our national wellbeing and, equally important, to build on the ruins of the past a new structure designed better to meet the present problems of modern civilization.  Such a structure includes not only the relations of industry and agriculture and finance to each other but also the effect which all of these three have on our individual citizens and on the whole people as a Nation. "
Franklin D. Roosevelt ,4-Jan-35,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-4-1935," Mr. President, Mr. Speaker, Members of the Senate and of the House of Representatives:  The Constitution wisely provides that the Chief Executive shall report to the Congress on the state of the Union, for through you, the chosen legislative representatives, our citizens everywhere may fairly judge the progress of our governing. I am confident that today, in the light of the events of the past two years, you do not consider it merely a trite phrase when I tell you that I am truly glad to greet you and that I look forward to common counsel, to useful cooperation, and to genuine friendships between us.  We have undertaken a new order of things; yet we progress to it under the framework and in the spirit and intent of the American Constitution. We have proceeded throughout the Nation a measurable distance on the road toward this new order. Materially, I can report to you substantial benefits to our agricultural population, increased industrial activity, and profits to our merchants. Of equal moment, there is evident a restoration of that spirit of confidence and faith which marks the American character. Let him, who, for speculative profit or partisan purpose, without just warrant would seek to disturb or dispel this assurance, take heed before he assumes responsibility for any act which slows our onward steps. "
Franklin D. Roosevelt ,3-Jan-36,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-3-1936," Mr. President, Mr. Speaker, Members of the Senate and of the House of Representatives:  We are about to enter upon another year of the responsibility which the electorate of the United States has placed in our hands. Having come so far, it is fitting that we should pause to survey the ground which we have covered and the path which lies ahead.  On the fourth day of March, 1933, on the occasion of taking the oath of office as President of the United States, I addressed the people of our country. Need I recall either the scene or the national circumstances attending the occasion? The crisis of that moment was almost exclusively a national one. In recognition of that fact, so obvious to the millions in the streets and in the homes of America, I devoted by far the greater part of that address to what I called, and the Nation called, critical days within our own borders. "
Franklin D. Roosevelt ,6-Jan-37,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-6-1937," Mr. President, Mr. Speaker, Members of the Congress of the United States:  For the first time in our national history a President delivers his Annual Message to a new Congress within a fortnight of the expiration of his term of office. While there is no change in the Presidency this year, change will occur in future years. It is my belief that under this new constitutional practice, the President should in every fourth year, in so far as seems reasonable, review the existing state of our national affairs and outline broad future problems, leaving specific recommendations for future legislation to be made by the President about to be inaugurated.  At this time, however, circumstances of the moment compel me to ask your immediate consideration of: First, measures extending the life of certain authorizations and powers which, under present statutes, expire within a few weeks; second, an addition to the existing Neutrality Act to cover specific points raised by the unfortunate civil strife in Spain; and, third, a deficiency appropriation bill for which I shall submit estimates this week. "
Franklin D. Roosevelt ,3-Jan-38,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-3-1938," Mr. President, Mr. Speaker, Members of the Senate and of the House of Representatives:  In addressing the Congress on the state of the Union present facts and future hazards demand that I speak clearly and earnestly of the causes which underlie events of profound concern to all.  In spite of the determination of this Nation for peace, it has become clear that acts and policies of nations in other parts of the world have far-reaching effects not only upon their immediate neighbors but also on us. "
Franklin D. Roosevelt ,4-Jan-39,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-4-1939," Mr. Vice President, Mr. Speaker, Members of the Senate and the Congress:  In Reporting on the state of the nation, I have felt it necessary on previous occasions to advise the Congress of disturbance abroad and of the need of putting our own house in order in the face of storm signals from across the seas. As this Seventy-sixth Congress opens there is need for further warning.  A war which threatened to envelop the world in flames has been averted; but it has become increasingly clear that world peace is not assured. "
Franklin D. Roosevelt ,3-Jan-40,https://www.infoplease.com/primary-sources/government/presidential-speeches/franklin-d-roosevelt-january-3-1940,"Mr. Vice President, Mr. Speaker, Members of the Senate and the House of Representatives:I wish each and every one of you a very happy New Year.As the Congress reassembles, the impact of war abroad makes it natural to approach ""the state of the union"" through a discussion of foreign affairs."
Franklin D. Roosevelt ,6-Jan-41,https://www.infoplease.com/primary-sources/government/presidential-speeches/franklin-d-roosevelt-january-6-1941,"I address you, the Members of the Seventy-seventh Congress, at a moment unprecedented in the history of the Union. I use the word ""unprecedented,"" because at no previous time has American security been as seriously threatened from without as it is today.Since the permanent formation of our Government under the Constitution, in 1789, most of the periods of crisis in our history have related to our domestic affairs. Fortunately, only one of these—the four-year War Between the States—ever threatened our national unity. Today, thank God, one hundred and thirty million Americans, in forty-eight States, have forgotten points of the compass in our national unity.It is true that prior to 1914 the United States often had been disturbed by events in other Continents. We had even engaged in two wars with European nations and in a number of undeclared wars in the West Indies, in the Mediterranean and in the Pacific for the maintenance of American rights and for the principles of peaceful commerce. But in no case had a serious threat been raised against our national safety or our continued independence."
Franklin D. Roosevelt ,6-Jan-42,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-6-1942," In fulfilling my duty to report upon the State of the Union, I am proud to say to you that the spirit of the American people was never higher than it is today—the Union was never more closely knit together—this country was never more deeply determined to face the solemn tasks before it.  The response of the American people has been instantaneous, and it will be sustained until our security is assured.  Exactly one year ago today I said to this Congress: ""When the dictators. . . are ready to make war upon us, they will not wait for an act of war on our part. . . . They—not we—will choose the time and the place and the method of their attack."" "
Franklin D. Roosevelt ,7-Jan-43,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-7-1943," Mr. Vice President, Mr. Speaker, Members of the Seventy-eighth Congress:  This Seventy-eighth Congress assembles in one of the great moments in the history of the Nation. The past year was perhaps the most crucial for modern civilization; the coming year will be filled with violent conflicts— yet with high promise of better things.  We must appraise the events of 1942 according to their relative importance; we must exercise a sense of proportion. "
Franklin D. Roosevelt ,11-Jan-44,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-11-1944, To the Congress:  This Nation in the past two years has become an active partner in the world's greatest war against human slavery.  We have joined with like-minded people in order to defend ourselves in a world that has been gravely threatened with gangster rule. 
Franklin D. Roosevelt ,6-Jan-45,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-franklin-d-roosevelt-january-6-1945," To the Congress:  In considering the State of the Union, the war and the peace that is to follow are naturally uppermost in the minds of all of us.  This war must be waged—it is being waged—with the greatest and most persistent intensity. Everything we are and have is at stake. Everything we are and have will be given. American men, fighting far from home, have already won victories which the world will never forget. "
Harry S. Truman ,21-Jan-46,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-21-1946," To the Congress of the United States:  A quarter century ago the Congress decided that it could no longer consider the financial programs of the various departments on a piecemeal basis. Instead it has called on the President to present a comprehensive Executive Budget. The Congress has shown its satisfaction with that method by extending the budget system and tightening its controls. The bigger and more complex the Federal Program, the more necessary it is for the Chief Executive to submit a single budget for action by the Congress.  At the same time, it is clear that the budgetary program and the general program of the Government are actually inseparable. The president bears the responsibility for recommending to the Congress a comprehensive set of proposals on all Government activities and their financing. In formulating policies, as in preparing budgetary estimates, the Nation and the Congress have the right to expect the President to adjust and coordinate the views of the various departments and agencies to form a unified program. And that program requires consideration in connection with the Budget, which is the annual work program of the Government. "
Harry S. Truman ,6-Jan-47,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-6-1947," Mr. President, Mr. Speaker, Members of the Congress of the United States:  It looks like a good many of you have moved over to the left since I was here last!  I come before you today to report on the State of the Union and, in the words of the Constitution, to recommend such measures as I judge necessary and expedient. "
Harry S. Truman ,7-Jan-48,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-7-1948," Mr. President, Mr. Speaker, and Members of the 80th Congress:  We are here today to consider the state of the Union.  On this occasion, above all others, the Congress and the President should concentrate their attention, not upon party but upon the country; not upon things which divide us but upon those which bind us together—the enduring principles of our American system, and our common aspirations for the future welfare and security of the people of the United States. "
Harry S. Truman ,5-Jan-49,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-5-1949," Mr. President, Mr. Speaker, Members of the Congress:  I am happy to report to this 81st Congress that the state of the Union is good. Our Nation is better able than ever before to meet the needs of the American people, and to give them their fair chance in the pursuit of happiness. This great Republic is foremost among the nations of the world in the search for peace.  During the last 16 years, our people have been creating a society which offers new opportunities for every man to enjoy his share of the good things of life. "
Harry S. Truman ,4-Jan-50,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-4-1950," Mr. President, Mr. Speaker, Members of the Congress:  A year ago I reported to this Congress that the state of the Union was good. I am happy to be able to report to you today that the state of the Union continues to be good. Our Republic continues to increase in the enjoyment of freedom within its borders, and to offer strength and encouragement to all those who love freedom throughout the world.  During the past year we have made notable progress in strengthening the foundations of peace and freedom, abroad and at home. "
Harry S. Truman ,8-Jan-51,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-8-1951," Mr. President, Mr. Speaker, Members of the Congress:  This 82d Congress faces as grave a task as any Congress in the history of our Republic. The actions you take will be watched by the whole world. These actions will measure the ability of a free people, acting through their chosen representatives and their free institutions, to meet a deadly challenge to their way of life.  We can meet this challenge foolishly or wisely. We can meet it timidly or bravely, shamefully or honorably. "
Harry S. Truman ,9-Jan-52,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-9-1952," Mr. President, Mr. Speaker, Members of the Congress:  I have the honor to report to the Congress on the state of the Union.  At the outset, I should like to speak of the necessity for putting first things first as we work together this year for the good of our country. "
Harry S. Truman ,7-Jan-53,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-harry-s-truman-january-7-1953," To the Congress of the United States:  I have the honor to report to the Congress on the state of the Union.  This is the eighth such report that, as President, I have been privileged to present to you and to the country. On previous occasions, it has been my custom to set forth proposals for legislative action in the coming year. But that is not my purpose today. The presentation of a legislative program falls properly to my successor, not to me, and I would not infringe upon his responsibility to chart the forward course. Instead, I wish to speak of the course we have been following the past eight years and the position at which we have arrived. "
Dwight D. Eisenhower ,2-Feb-53,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-dwight-d-eisenhower-february-2-1953," Mr. President, Mr. Speaker, Members of the Eighty-third Congress:  I welcome the honor of appearing before you to deliver my first message to the Congress.  It is manifestly the joint purpose of the congressional leadership and of this administration to justify the summons to governmental responsibility issued last November by the American people. The grand labors of this leadership will involve: "
Dwight D. Eisenhower ,7-Jan-54,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-dwight-d-eisenhower-january-7-1954," Mr. President, Mr. Speaker, Members of the Eighty-third Congress:  It is a high honor again to present to the Congress my views on the state of the Union and to recommend measures to advance the security, prosperity, and well-being of the American people.  All branches of this Government—and I venture to say both of our great parties—can support the general objective of the recommendations I make today, for that objective is the building of a stronger America. A nation whose every citizen has good reason for bold hope; where effort is rewarded and prosperity is shared; where freedom expands and peace is secure—that is what I mean by a stronger America. "
Dwight D. Eisenhower ,6-Jan-55,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-dwight-d-eisenhower-january-6-1955," Mr. President, Mr. Speaker, Members of the Congress:  First, I extend cordial greetings to the 84th Congress. We shall have much to do together; I am sure that we shall get it done—and, that we shall do it in harmony and good will.  At the outset, I believe it would be well to remind ourselves of this great fundamental in our national life: our common belief that every human being is divinely endowed with dignity and worth and inalienable rights. This faith, with its corollary—that to grow and flourish people must be free—shapes the interests and aspirations of every American. "
Dwight D. Eisenhower ,5-Jan-56,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-dwight-d-eisenhower-january-5-1956," To the Congress of the United States:  The opening of this new year must arouse in us all grateful thanks to a kind Providence whose protection has been ever present and whose bounty has been manifold and abundant. The State of the Union today demonstrates what can be accomplished under God by a free people; by their vision, their understanding of national problems, their initiative, their self-reliance, their capacity for work—and by their willingness to sacrifice whenever sacrifice is needed.  In the past three years, responding to what our people want their Government to do, the Congress and the Executive have done much in building a stronger, better America. There has been broad progress in fostering the energies of our people, in providing greater opportunity for the satisfaction of their needs, and in fulfilling their demands for the strength and security of the Republic. "
Dwight D. Eisenhower ,10-Jan-57,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-dwight-d-eisenhower-january-10-1957," To the Congress of the United States:  I appear before the Congress today to report on the State of the Union and the relationships of the Union to the other nations of the world. I come here, firmly convinced that at no time in the history of the Republic have circumstances more emphatically underscored the need, in all echelons of government, for vision and wisdom and resolution.  You meet in a season of stress that is testing the fitness of political systems and the validity of political philosophies. Each stress stems in part from causes peculiar to itself. But every stress is a reflection of a universal phenomenon. "
Dwight D. Eisenhower ,9-Jan-58,https://www.infoplease.com/primary-sources/government/presidential-speeches/dwight-d-eisenhower-january-9-1958,"It is again my high privilege to extend personal greetings to the members of the 85th Congress.All of us realize that, as this new session begins, many Americans are troubled about recent world developments which they believe may threaten our nation's safety. Honest men differ in their appraisal of America's material and intellectual strength, and the dangers that confront us. But all know these dangers are real.The purpose of this message is to outline the measures that can give the American people a confidence—just as real—in their own security."
Dwight D. Eisenhower ,9-Jan-59,https://www.infoplease.com/primary-sources/government/presidential-speeches/dwight-d-eisenhower-january-9-1959,"This is the moment when Congress and the Executive annually begin their cooperative work to build a better America.One basic purpose unites us: To promote strength and security, side by side with liberty and opportunity.As we meet today, in the 170th year of the Republic, our Nation must continue to provide—as all other free governments have had to do throughout time—a satisfactory answer to a question as old as history. It is: Can Government based upon liberty and the God-given rights of man, permanently endure when ceaselessly challenged by a dictatorship, hostile to our mode of life, and controlling an economic and military power of great and growing strength?"
Dwight D. Eisenhower ,7-Jan-60,https://www.infoplease.com/primary-sources/government/presidential-speeches/dwight-d-eisenhower-january-7-1960,"Seven years ago I entered my present office with one long-held resolve overriding all others. I was then, and remain now, determined that the United States shall become an ever more potent resource for the cause of peace—realizing that peace cannot be for ourselves alone, but for peoples everywhere. This determination is shared by the entire Congress—indeed, by all Americans.My purpose today is to discuss some features of America's position, both at home and in her relations to others.First, I point out that for us, annual self-examination is made a definite necessity by the fact that we now live in a divided world of uneasy equilibrium, with our side committed to its own protection and against aggression by the other."
Dwight D. Eisenhower ,12-Jan-61,https://www.infoplease.com/primary-sources/government/presidential-speeches/dwight-d-eisenhower-january-12-1961,"Once again it is my Constitutional duty to assess the state of the Union.On each such previous occasion during these past eight years I have outlined a forward course designed to achieve our mutual objective—a better America in a world of peace. This time my function is different.The American people, in free election, have selected new leadership which soon will be entrusted with the management of our government. A new President shortly will lay before you his proposals to shape the future of our great land. To him, every citizen, whatever his political beliefs, prayerfully extends best wishes for good health and for wisdom and success in coping with the problems that confront our Nation."
John F. Kennedy ,30-Jan-61,https://www.infoplease.com/primary-sources/government/presidential-speeches/john-f-kennedy-january-30-1961,"It is a pleasure to return from whence I came. You are among my oldest friends in Washington—and this House is my oldest home. It was here, more than 14 years ago, that I first took the oath of Federal office. It was here, for 14 years, that I gained both knowledge and inspiration from members of both parties in both Houses—from your wise and generous leaders—and from the pronouncements which I can vividly recall, sitting where you now sit—including the programs of two great Presidents, the undimmed eloquence of Churchill, the soaring idealism of Nehru, the steadfast words of General de Gaulle. To speak from this same historic rostrum is a sobering experience. To be back among so many friends is a happy one.I am confident that that friendship will continue. Our Constitution wisely assigns both joint and separate roles to each branch of the government; and a President and a Congress who hold each other in mutual respect will neither permit nor attempt any trespass. For my part, I shall withhold from neither the Congress nor the people any fact or report, past, present, or future, which is necessary for an informed judgment of our conduct and hazards. I shall neither shift the burden of executive decisions to the Congress, nor avoid responsibility for the outcome of those decisions.I speak today in an hour of national peril and national opportunity. Before my term has ended, we shall have to test anew whether a nation organized and governed such as ours can endure. The outcome is by no means certain. The answers are by no means clear. All of us together—this Administration, this Congress, this nation—must forge those answers."
John F. Kennedy ,11-Jan-62,https://www.infoplease.com/primary-sources/government/presidential-speeches/john-f-kennedy-january-11-1962,"This week we begin anew our joint and separate efforts to build the American future. But, sadly, we build without a man who linked a long past with the present and looked strongly to the future. ""Mister Sam"" Rayburn is gone. Neither this House nor the Nation is the same without him.Members of the Congress, the Constitution makes us not rivals for power but partners for progress. We are all trustees for the American people, custodians of the American heritage. It is my task to report the State of the Union—to improve it is the task of us all.In the past year, I have traveled not only across our own land but to other lands—to the North and the South, and across the seas. And I have found—as I am sure you have, in your travels—that people everywhere, in spite of occasional disappointments, look to us—not to our wealth or power, but to the splendor of our ideals. For our Nation is commissioned by history to be either an observer of freedom's failure or the cause of its success. Our overriding obligation in the months ahead is to fulfill the world's hopes by fulfilling our own faith."
John F. Kennedy ,14-Jan-63,https://www.infoplease.com/primary-sources/government/presidential-speeches/john-f-kennedy-january-14-1963,"I congratulate you all—not merely on your electoral victory but on your selected role in history. For you and I are privileged to serve the great Republic in what could be the most decisive decade in its long history. The choices we make, for good or ill, may well shape the state of the Union for generations yet to come.Little more than 100 weeks ago I assumed the office of President of the United States. In seeking the help of the Congress and our countrymen, I pledged no easy answers. I pledged—and asked—only toil and dedication. These the Congress and the people have given in good measure. And today, having witnessed in recent months a heightened respect for our national purpose and power—having seen the courageous calm of a united people in a perilous hour—and having observed a steady improvement in the opportunities and well-being of our citizens—I can report to you that the state of this old but youthful Union, in the 175th year of its life, is good.In the world beyond our borders, steady progress has been made in building a world of order. The people of West Berlin remain both free and secure. A settlement, though still precarious, has been reached in Laos. The spearpoint of aggression has been blunted in Viet-Nam. The end of agony may be in sight in the Congo. The doctrine of troika is dead. And, while danger continues, a deadly threat has been removed in Cuba."
Lyndon B. Johnson ,8-Jan-64,https://www.infoplease.com/primary-sources/government/presidential-speeches/lyndon-b-johnson-january-8-1964,"I will be brief, for our time is necessarily short and our agenda is already long.Last year's congressional session was the longest in peacetime history. With that foundation, let us work together to make this year's session the best in the Nation's history.Let this session of Congress be known as the session which did more for civil rights than the last hundred sessions combined; as the session which enacted the most far-reaching tax cut of our time; as the session which declared all-out war on human poverty and unemployment in these United States; as the session which finally recognized the health needs of all our older citizens; as the session which reformed our tangled transportation and transit policies; as the session which achieved the most effective, efficient foreign aid program ever; and as the session which helped to build more homes, more schools, more libraries, and more hospitals than any single session of Congress in the history of our Republic."
Lyndon B. Johnson ,4-Jan-65,https://www.infoplease.com/primary-sources/government/presidential-speeches/lyndon-b-johnson-january-4-1965,"Though total agreement between the Executive and the Congress is impossible, total respect is important.I am proud to be among my colleagues of the Congress whose legacy to their trust is their loyalty to their Nation.I am not unaware of the inner emotions of the new Members of this body tonight."
Lyndon B. Johnson ,12-Jan-66,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-lyndon-b-johnson-january-12-1966," Mr. Speaker, Mr. President, Members of the House and the Senate, my fellow Americans:  I come before you tonight to report on the State of the Union for the third time.  I come here to thank you and to add my tribute, once more, to the Nation's gratitude for this, the 89th Congress. This Congress has already reserved for itself an honored chapter in the history of America. "
Lyndon B. Johnson ,10-Jan-67,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-lyndon-b-johnson-january-10-1967," Mr. Speaker, Mr. Vice President, distinguished Members of the Congress:  I share with all of you the grief that you feel at the death today of one of the most beloved, respected, and effective Members of this body, the distinguished Representative from Rhode Island, Mr. Fogarty.  I have come here tonight to report to you that this is a time of testing for our Nation. "
Lyndon B. Johnson ,17-Jan-68,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-lyndon-b-johnson-january-17-1968," Mr. Speaker, Mr. President, Members of the Congress, and my fellow Americans:  I was thinking as I was walking down the aisle tonight of what Sam Rayburn told me many years ago: The Congress always extends a very warm welcome to the President—as he comes in.  Thank all of you very, very much. "
Lyndon B. Johnson ,14-Jan-69,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-lyndon-b-johnson-january-14-1969," Mr. Speaker, Mr. President, Members of the Congress and my fellow Americans:  For the sixth and the last time, I present to the Congress my assessment of the State of the Union.  I shall speak to you tonight about challenge and opportunity—and about the commitments that all of us have made together that will, if we carry them out, give America our best chance to achieve the kind of great society that we all want. Every President lives, not only with what is, but with what has been and what could be. "
Richard Nixon ,22-Jan-70,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-richard-nixon-january-22-1970," Mr. Speaker, Mr. President, my colleagues in the Congress, our distinguished guests and my fellow Americans:  To address a joint session of the Congress in this great Chamber in which I was once privileged to serve is an honor for which I am deeply grateful.  The State of the Union Address is traditionally an occasion for a lengthy and detailed account by the President of what he has accomplished in the past, what he wants the Congress to do in the future, and, in an election year, to lay the basis for the political issues which might be decisive in the fall. "
Richard Nixon ,22-Jan-71,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-richard-nixon-january-22-1971," Mr. Speaker, Mr. President, my colleagues in the Congress, our distinguished guests, my fellow Americans:  As this 92d Congress begins its session, America has lost a great Senator, and all of us who had the privilege to know him have lost a loyal friend. I had the privilege of visiting Senator Russell in the hospital just a few days before he died. He never spoke about himself. He only spoke eloquently about the need for a strong national defense. In tribute to one of the most magnificent Americans of all time, I respectfully ask that all those here will rise in silent prayer for Senator Russell.  Thank you. "
Richard Nixon ,20-Jan-72,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-richard-nixon-january-20-1972," Mr. Speaker, Mr. President, my colleagues in the Congress, our distinguished guests, my fellow Americans:  Twenty-five years ago I sat here as a freshman Congressman—along with Speaker Albert—and listened for the first time to the President address the State of the Union.  I shall never forget that moment. The Senate, the diplomatic corps, the Supreme Court, the Cabinet entered the Chamber, and then the President of the United States. As all of you are aware, I had some differences with President Truman. He had some with me. But I remember that on that day—the day he addressed that joint session of the newly elected Republican 80th Congress, he spoke not as a partisan, but as President of all the people—calling upon the Congress to put aside partisan considerations in the national interest. "
Richard Nixon ,2-Feb-73,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-richard-nixon-february-2-1973," To the Congress of the United States:  The traditional form of the President's annual report giving ""to the Congress Information of the State of the Union"" is a single message or address. As the affairs and concerns of our Union have multiplied over the years, however, so too have the subjects that require discussion in State of the Union Messages.  This year in particular, with so many changes in Government programs under consideration—and with our very philosophy about the relationship between the individual and the State at an historic crossroads—a single, all-embracing State of the Union Message would not appear to be adequate. "
Richard Nixon ,30-Jan-74,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-richard-nixon-january-30-1974," Mr. Speaker, Mr. President, my colleagues in the Congress, our distinguished guests, my fellow Americans:  We meet here tonight at a time of great challenge and great opportunities for America. We meet at a time when we face great problems at home and abroad that will test the strength of our fiber as a nation. But we also meet at a time when that fiber has been tested, and it has proved strong.  America is a great and good land, and we are a great and good land because we are a strong, free, creative people and because America is the single greatest force for peace anywhere in the world. Today, as always in our history, we can base our confidence in what the American people will achieve in the future on the record of what the American people have achieved in the past. "
Gerald R. Ford ,15-Jan-75,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-gerald-r-ford-january-15-1975," Mr. Speaker, Mr. Vice President, Members of the 94th Congress, and distinguished guests:  Twenty-six years ago, a freshman Congressman, a young fellow with lots of idealism who was out to change the world, stood before Sam Rayburn in the well of the House and solemnly swore to the same oath that all of you took yesterday—an unforgettable experience, and I congratulate you all.  Two days later, that same freshman stood at the back of this great Chamber—over there someplace—as President Truman, all charged up by his single-handed election victory, reported as the Constitution requires on the state of the Union. "
